country_code,year,indicator,value
KOR,2018,tb_incidence_per_hundred_thousand,64.0
MEX,2018,tb_incidence_per_hundred_thousand,23.0
PAK,2018,tb_incidence_per_hundred_thousand,265.0
PHL,2018,tb_incidence_per_hundred_thousand,554.0
RUS,2018,tb_incidence_per_hundred_thousand,54.0
SAU,2018,tb_incidence_per_hundred_thousand,11.0
TCD,2018,tb_incidence_per_hundred_thousand,142.0
TUR,2018,tb_incidence_per_hundred_thousand,16.0
USA,2018,tb_incidence_per_hundred_thousand,2.9
ZAF,2018,tb_incidence_per_hundred_thousand,677.0
ARG,2019,tb_incidence_per_hundred_thousand,29.0
AUS,2019,tb_incidence_per_hundred_thousand,6.8
BRA,2019,tb_incidence_per_hundred_thousand,46.0
CAF,2019,tb_incidence_per_hundred_thousand,540.0
CAN,2019,tb_incidence_per_hundred_thousand,5.8
CHN,2019,tb_incidence_per_hundred_thousand,58.0
CMR,2019,tb_incidence_per_hundred_thousand,179.0
COD,2019,tb_incidence_per_hundred_thousand,320.0
COG,2019,tb_incidence_per_hundred_thousand,373.0
DEU,2019,tb_incidence_per_hundred_thousand,6.1
EUU,2019,tb_incidence_per_hundred_thousand,
FRA,2019,tb_incidence_per_hundred_thousand,9.0
GAB,2019,tb_incidence_per_hundred_thousand,521.0
GBR,2019,tb_incidence_per_hundred_thousand,8.1
GNQ,2019,tb_incidence_per_hundred_thousand,286.0
IDN,2019,tb_incidence_per_hundred_thousand,312.0
IND,2019,tb_incidence_per_hundred_thousand,202.0
ITA,2019,tb_incidence_per_hundred_thousand,6.1
JPN,2019,tb_incidence_per_hundred_thousand,13.0
KOR,2019,tb_incidence_per_hundred_thousand,58.0
MEX,2019,tb_incidence_per_hundred_thousand,23.0
PAK,2019,tb_incidence_per_hundred_thousand,263.0
PHL,2019,tb_incidence_per_hundred_thousand,554.0
RUS,2019,tb_incidence_per_hundred_thousand,50.0
SAU,2019,tb_incidence_per_hundred_thousand,11.0
TCD,2019,tb_incidence_per_hundred_thousand,142.0
TUR,2019,tb_incidence_per_hundred_thousand,16.0
USA,2019,tb_incidence_per_hundred_thousand,2.9
ZAF,2019,tb_incidence_per_hundred_thousand,615.0
ARG,2020,tb_incidence_per_hundred_thousand,28.0
AUS,2020,tb_incidence_per_hundred_thousand,7.2
BRA,2020,tb_incidence_per_hundred_thousand,45.0
CAF,2020,tb_incidence_per_hundred_thousand,540.0
CAN,2020,tb_incidence_per_hundred_thousand,5.3
CHN,2020,tb_incidence_per_hundred_thousand,58.0
CMR,2020,tb_incidence_per_hundred_thousand,171.0
COD,2020,tb_incidence_per_hundred_thousand,319.0
COG,2020,tb_incidence_per_hundred_thousand,372.0
DEU,2020,tb_incidence_per_hundred_thousand,5.3
EUU,2020,tb_incidence_per_hundred_thousand,
FRA,2020,tb_incidence_per_hundred_thousand,8.1
GAB,2020,tb_incidence_per_hundred_thousand,517.0
GBR,2020,tb_incidence_per_hundred_thousand,7.0
GNQ,2020,tb_incidence_per_hundred_thousand,275.0
IDN,2020,tb_incidence_per_hundred_thousand,302.0
IND,2020,tb_incidence_per_hundred_thousand,195.0
ITA,2020,tb_incidence_per_hundred_thousand,4.2
JPN,2020,tb_incidence_per_hundred_thousand,12.0
KOR,2020,tb_incidence_per_hundred_thousand,48.0
MEX,2020,tb_incidence_per_hundred_thousand,23.0
PAK,2020,tb_incidence_per_hundred_thousand,259.0
PHL,2020,tb_incidence_per_hundred_thousand,535.0
RUS,2020,tb_incidence_per_hundred_thousand,49.0
SAU,2020,tb_incidence_per_hundred_thousand,8.7
TCD,2020,tb_incidence_per_hundred_thousand,141.0
TUR,2020,tb_incidence_per_hundred_thousand,15.0
USA,2020,tb_incidence_per_hundred_thousand,2.3
ZAF,2020,tb_incidence_per_hundred_thousand,562.0
ARG,2021,tb_incidence_per_hundred_thousand,29.0
AUS,2021,tb_incidence_per_hundred_thousand,6.5
BRA,2021,tb_incidence_per_hundred_thousand,48.0
CAF,2021,tb_incidence_per_hundred_thousand,540.0
CAN,2021,tb_incidence_per_hundred_thousand,5.7
CHN,2021,tb_incidence_per_hundred_thousand,55.0
CMR,2021,tb_incidence_per_hundred_thousand,164.0
COD,2021,tb_incidence_per_hundred_thousand,318.0
COG,2021,tb_incidence_per_hundred_thousand,370.0
DEU,2021,tb_incidence_per_hundred_thousand,5.0
EUU,2021,tb_incidence_per_hundred_thousand,
FRA,2021,tb_incidence_per_hundred_thousand,7.4
GAB,2021,tb_incidence_per_hundred_thousand,513.0
GBR,2021,tb_incidence_per_hundred_thousand,8.0
GNQ,2021,tb_incidence_per_hundred_thousand,275.0
IDN,2021,tb_incidence_per_hundred_thousand,342.0
IND,2021,tb_incidence_per_hundred_thousand,200.0
ITA,2021,tb_incidence_per_hundred_thousand,4.6
JPN,2021,tb_incidence_per_hundred_thousand,11.0
KOR,2021,tb_incidence_per_hundred_thousand,44.0
MEX,2021,tb_incidence_per_hundred_thousand,25.0
PAK,2021,tb_incidence_per_hundred_thousand,273.0
PHL,2021,tb_incidence_per_hundred_thousand,583.0
RUS,2021,tb_incidence_per_hundred_thousand,47.0
SAU,2021,tb_incidence_per_hundred_thousand,9.0
TCD,2021,tb_incidence_per_hundred_thousand,140.0
TUR,2021,tb_incidence_per_hundred_thousand,14.0
USA,2021,tb_incidence_per_hundred_thousand,2.6
ZAF,2021,tb_incidence_per_hundred_thousand,513.0
ARG,2022,tb_incidence_per_hundred_thousand,29.0
AUS,2022,tb_incidence_per_hundred_thousand,5.6
BRA,2022,tb_incidence_per_hundred_thousand,49.0
CAF,2022,tb_incidence_per_hundred_thousand,540.0
CAN,2022,tb_incidence_per_hundred_thousand,5.8
CHN,2022,tb_incidence_per_hundred_thousand,52.0
CMR,2022,tb_incidence_per_hundred_thousand,157.0
COD,2022,tb_incidence_per_hundred_thousand,317.0
COG,2022,tb_incidence_per_hundred_thousand,369.0
DEU,2022,tb_incidence_per_hundred_thousand,5.1
EUU,2022,tb_incidence_per_hundred_thousand,
FRA,2022,tb_incidence_per_hundred_thousand,7.0
GAB,2022,tb_incidence_per_hundred_thousand,509.0
GBR,2022,tb_incidence_per_hundred_thousand,7.8
GNQ,2022,tb_incidence_per_hundred_thousand,275.0
IDN,2022,tb_incidence_per_hundred_thousand,386.0
IND,2022,tb_incidence_per_hundred_thousand,199.0
ITA,2022,tb_incidence_per_hundred_thousand,4.4
JPN,2022,tb_incidence_per_hundred_thousand,9.4
KOR,2022,tb_incidence_per_hundred_thousand,40.0
MEX,2022,tb_incidence_per_hundred_thousand,28.0
PAK,2022,tb_incidence_per_hundred_thousand,278.0
PHL,2022,tb_incidence_per_hundred_thousand,627.0
RUS,2022,tb_incidence_per_hundred_thousand,39.0
SAU,2022,tb_incidence_per_hundred_thousand,8.8
TCD,2022,tb_incidence_per_hundred_thousand,140.0
TUR,2022,tb_incidence_per_hundred_thousand,14.0
USA,2022,tb_incidence_per_hundred_thousand,2.6
ZAF,2022,tb_incidence_per_hundred_thousand,468.0
ARG,2023,tb_incidence_per_hundred_thousand,35.0
AUS,2023,tb_incidence_per_hundred_thousand,6.2
BRA,2023,tb_incidence_per_hundred_thousand,49.0
CAF,2023,tb_incidence_per_hundred_thousand,540.0
CAN,2023,tb_incidence_per_hundred_thousand,5.8
CHN,2023,tb_incidence_per_hundred_thousand,52.0
CMR,2023,tb_incidence_per_hundred_thousand,150.0
COD,2023,tb_incidence_per_hundred_thousand,316.0
COG,2023,tb_incidence_per_hundred_thousand,368.0
DEU,2023,tb_incidence_per_hundred_thousand,4.8
EUU,2023,tb_incidence_per_hundred_thousand,
FRA,2023,tb_incidence_per_hundred_thousand,8.3
GAB,2023,tb_incidence_per_hundred_thousand,505.0
GBR,2023,tb_incidence_per_hundred_thousand,7.6
GNQ,2023,tb_incidence_per_hundred_thousand,274.0
IDN,2023,tb_incidence_per_hundred_thousand,387.0
IND,2023,tb_incidence_per_hundred_thousand,195.0
ITA,2023,tb_incidence_per_hundred_thousand,4.4
JPN,2023,tb_incidence_per_hundred_thousand,9.3
KOR,2023,tb_incidence_per_hundred_thousand,38.0
MEX,2023,tb_incidence_per_hundred_thousand,29.0
PAK,2023,tb_incidence_per_hundred_thousand,277.0
PHL,2023,tb_incidence_per_hundred_thousand,643.0
RUS,2023,tb_incidence_per_hundred_thousand,38.0
SAU,2023,tb_incidence_per_hundred_thousand,8.4
TCD,2023,tb_incidence_per_hundred_thousand,139.0
TUR,2023,tb_incidence_per_hundred_thousand,13.0
USA,2023,tb_incidence_per_hundred_thousand,3.1
ZAF,2023,tb_incidence_per_hundred_thousand,427.0
ARG,2024,tb_incidence_per_hundred_thousand,
AUS,2024,tb_incidence_per_hundred_thousand,
BRA,2024,tb_incidence_per_hundred_thousand,
CAF,2024,tb_incidence_per_hundred_thousand,
CAN,2024,tb_incidence_per_hundred_thousand,
CHN,2024,tb_incidence_per_hundred_thousand,
CMR,2024,tb_incidence_per_hundred_thousand,
COD,2024,tb_incidence_per_hundred_thousand,
COG,2024,tb_incidence_per_hundred_thousand,
DEU,2024,tb_incidence_per_hundred_thousand,
EUU,2024,tb_incidence_per_hundred_thousand,
FRA,2024,tb_incidence_per_hundred_thousand,
GAB,2024,tb_incidence_per_hundred_thousand,
GBR,2024,tb_incidence_per_hundred_thousand,
GNQ,2024,tb_incidence_per_hundred_thousand,
IDN,2024,tb_incidence_per_hundred_thousand,
IND,2024,tb_incidence_per_hundred_thousand,
ITA,2024,tb_incidence_per_hundred_thousand,
JPN,2024,tb_incidence_per_hundred_thousand,
KOR,2024,tb_incidence_per_hundred_thousand,
MEX,2024,tb_incidence_per_hundred_thousand,
PAK,2024,tb_incidence_per_hundred_thousand,
PHL,2024,tb_incidence_per_hundred_thousand,
RUS,2024,tb_incidence_per_hundred_thousand,
SAU,2024,tb_incidence_per_hundred_thousand,
TCD,2024,tb_incidence_per_hundred_thousand,
TUR,2024,tb_incidence_per_hundred_thousand,
USA,2024,tb_incidence_per_hundred_thousand,
ZAF,2024,tb_incidence_per_hundred_thousand,
